full name,code,Sector_main,sector,EPS,P/E,DY,DPS,RSI_status,Stochastic_status,Market_Cap (M),risk_klse,ta,tl,te,debt_ratio,debt-equity_ratio,risk_pdf,risk
BOILERMECH HOLDINGS BERHAD,168,Main Market,Industrial Products & Services ,4.33,12,0.033,1.75,Neutral,Oversold,273.5,low,,,,,,,low
AEMULUS HOLDINGS BERHAD,181,Ace Market,Technology ,0.96,25,0.0075,0.18,Neutral,Neutral,131.7,medium,59576103,212773,59363330,0.003571449,0.00358425,low,medium
HSS ENGINEERS BERHAD,185,Main Market,Industrial Products & Services ,-20.69,-6,0,0,Neutral,Neutral,614.9,high,,,,,,,high
PERAK TRANSIT BERHAD,186,Main Market,Consumer Products & Services ,2.51,9,0.0107,0.24,Neutral,Oversold,320.1,medium,,,,,,,medium
MATANG BERHAD,189,Ace Market,Plantation ,0.15,46,0.0286,0.2,Neutral,Oversold,126.7,medium,,,,,,,medium
WEGMANS HOLDINGS BERHAD,197,Ace Market,Consumer Products & Services ,2.5,13,0,0,Neutral,Neutral,160,medium,,,,,,,medium
GDB HOLDINGS BERHAD,198,Ace Market,Construction ,4.46,7,0.0615,2,Neutral,Overbought,203.1,medium,,,,,,,medium
TRI-MODE SYSTEM (M) BERHAD,199,Ace Market,Trad/Serv ,2.17,19,0.0238,1,Neutral,Neutral,69.7,medium,,,,,,,medium
AMMB HOLDINGS BERHAD,1015,Main Market,Financial Services ,43.1,10,0.0339,15,Neutral,Oversold,13352.8,low,,,,,,,low
ALLIANZ MALAYSIA BERHAD,1163,Main Market,Financial Services ,213.29,7,0.0279,40,Neutral,Oversold,2538.4,low,,,,,,,low
PUBLIC BANK BERHAD ,1295,Main Market,Financial Services ,144.01,16,0.0305,69,Oversold,Neutral,87736.3,low,3.32E+11,2.97E+11,35279804000,0.894578313,8.418414116,medium,medium
GUOCOLAND (MALAYSIA) BERHAD,1503,Main Market,Property ,3.04,24,0.027,2,Neutral,Neutral,518.3,low,,,,,,,low
BURSA MALAYSIA BERHAD,1818,Main Market,Financial Services ,27.75,25,0.0491,33.6,Neutral,Neutral,5531.2,low,2434560000,1547111000,887449000,0.63547869,1.743323842,medium,medium
BATU KAWAN BERHAD,1899,Main Market,Plantation ,97.31,17,0.0326,55,Neutral,Oversold,7350.1,low,1395227000,510959000,884268000,0.36621926,0.577832738,low,low
IOI CORPORATION BERHAD ,1961,Main Market,Plantation ,38.89,12,0.0178,8,Neutral,Neutral,28217.8,low,,,,,,,low
UNITED PLANTATIONS BERHAD,2089,Main Market,Plantation ,183.23,15,0.1051,290,Neutral,Neutral,5744.5,low,2226722000,235675000,1991047000,0.105839436,0.118367372,low,low
GOPENG BERHAD,2135,Main Market,Plantation ,0.2,353,1.8779,133.33,Neutral,Overbought,191,medium,,,,,,,medium
ECM LIBRA FINANCIAL GROUP BERHAD,2143,Main Market,Financial Services ,1.07,25,0,0,Neutral,Oversold,129.6,medium,,,,,,,medium
KUALA LUMPUR KEPONG BERHAD,2445,Main Market,Plantation ,64.04,39,0.0181,45,Neutral,Neutral,26538.2,low,9393199000,6607570000,2785629,0.703441926,2372.020825,medium,medium
RIVERVIEW RUBBER ESTATES BERHAD,2542,Main Market,Plantation ,7.64,39,0.0068,2,Neutral,Neutral,192,low,,,,,,,low
AMALGAMATED INDUSTRIAL STEEL BERHAD,2682,Main Market,Industrial Products & Services ,-2.89,-9,0,0,Neutral,Neutral,37.5,high,,,,,,,high
CARLSBERG BREWERY MALAYSIA BERHAD,2836,Main Market,Consumer Products & Services ,90.65,30,0.0373,100,Neutral,Neutral,8206.3,low,693661000,298830000,394831000,0.430801213,0.756855465,low,low
CHEMICAL COMPANY OF MALAYSIA BERHAD,2879,Main Market,Industrial Products & Services ,15.33,13,0.0462,9,Neutral,Overbought,327,low,,,,,,,low
CLOUD,3001,Leap Market,Technology ,0.86,35,0,0,Neutral,Neutral,249.4,medium,,,,,,,medium
NPS,3006,Leap Market,Health Care,3.23,10,0.0129,0.4,Neutral,Overbought,46.2,medium,,,,,,,medium
POLYMER,3007,Leap Market,Industrial Products & Services ,1.73,10,0.0118,0.2,Overbought,Neutral,78.7,medium,,,,,,,medium
MYKRIS,3010,Leap Market,Telecommunications & Media ,4.68,7,0.0294,1,Overbought,Overbought,102,medium,,,,,,,medium
AMLEX,3011,Leap Market,Technology ,-0.06,-352,0,0,Overbought,Neutral,53.6,high,,,,,,,high
MFGROUP,3015,Leap Market,Consumer Products & Services ,3.24,7,0.0286,0.63,Oversold,Neutral,73.6,medium,,,,,,,medium
PETRON MALAYSIA REFINING & MARKETING BHD,3042,Main Market,Energy ,83.16,8,0,0,Neutral,Neutral,1784.7,medium,,,,,,,medium
FIMA CORPORATION BERHAD ,3107,Main Market,Industrial Products & Services ,22.55,9,0.0641,12.5,Neutral,Neutral,478.3,medium,,,,,,,medium
KARAMBUNAI CORP BHD,3115,Main Market,Property ,0.35,24,0,0,Neutral,Neutral,491,medium,,,,,,,medium
HEINEKEN MALAYSIA BERHAD,3255,Main Market,Consumer Products & Services ,93.52,26,0.0162,40,Overbought,Overbought,7443.7,low,,,,,,,low
HONG LEONG INDUSTRIES BERHAD,3301,Main Market,Consumer Products & Services ,99.59,11,0.0448,47,Overbought,Overbought,3436.4,low,,,,,,,low
INSAS BERHAD,3379,Main Market,Financial Services ,7.25,11,0.0248,2,Neutral,Neutral,558.1,low,,,,,,,low
EASTERN & ORIENTAL BERHAD,3417,Main Market,Property ,4.26,21,0,0,Neutral,Oversold,1311.2,low,,,,,,,low
DAMANSARA REALTY BHD,3484,Main Market,Property ,6.48,8,0,0,Neutral,Neutral,162.4,medium,,,,,,,medium
MARCO HOLDINGS BERHAD,3514,Main Market,Consumer Products & Services ,1.34,9,0,0,Neutral,Neutral,131.8,medium,,,,,,,medium
ECOFIRST CONSOLIDATED BHD,3557,Main Market,Property ,2.77,11,0,0,Neutral,Overbought,240.9,medium,,,,,,,medium
WCE HOLDINGS BERHAD,3565,Main Market,Construction ,0.88,68,0,0,Neutral,Neutral,601.6,medium,,,,,,,medium
FRASER & NEAVE HOLDINGS BHD,3689,Main Market,Consumer Products & Services ,109.37,32,0.0164,57.5,Neutral,Neutral,12866.6,low,1636236000,2409000,1633827000,0.001472282,0.001474452,low,low
MISC BERHAD,3816,Main Market,Transportation & Logistics ,29.38,22,0.0454,30,Neutral,Oversold,29505.7,low,31137794000,31137794000,23657050000,1,1.316216265,medium,medium
MAGNUM BERHAD,3859,Main Market,Consumer Products & Services ,7.29,33,0.0628,15,Neutral,Neutral,3436.2,low,,,,,,,low
MALAYSIAN PACIFIC INDUSTRIES BERHAD,3867,Main Market,Technology ,69.81,14,0.0296,29,Neutral,Neutral,2056.9,low,,,,,,,low
MUI PROPERTIES BERHAD,3913,Main Market,Property ,1.01,22,0,0,Overbought,Neutral,171.9,medium,330583000,227082000,103501000,0.686913725,2.194007787,medium,medium
PAN MALAYSIA CORPORATION BERHAD,4081,Main Market,Consumer Products & Services ,0.43,33,0,0,Neutral,Neutral,112.1,medium,275210000,74586000,200624000,0.271014861,0.371770077,low,medium
BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD,4162,Main Market,Consumer Products & Services ,165.23,22,0.0422,155,Neutral,Overbought,10484.7,low,1108385000,576443000,531942000,0.520074703,1.083657617,medium,medium
SIME DARBY BERHAD,4197,Main Market,Consumer Products & Services ,12.35,18,0.0364,7.98,Neutral,Neutral,14893.8,low,9791000000,6000000,9785000000,0.000612808,0.000613183,low,low
SEAL INCORPORATED BERHAD,4286,Main Market,Property ,10.01,3,0,0,Neutral,Neutral,85,medium,,,,,,,medium
ANCOM BERHAD,4758,Main Market,Industrial Products & Services ,9.91,5,0,0,Neutral,Neutral,114.4,medium,,,,,,,medium
MALPAC HOLDINGS BERHAD,4936,Main Market,Plantation ,-8.52,-9,0.1266,10,Neutral,Neutral,59.3,high,,,,,,,high
NYLEX (MALAYSIA) BERHAD,4944,Main Market,Industrial Products & Services ,7.06,10,0.0296,2,Neutral,Neutral,131.2,medium,,,,,,,medium
AMANAH HARTA TANAH PNB,4952,Main Market,Real Estate Investment Trusts ,5.6,14,0.0741,5.63,Neutral,Neutral,167.2,low,482781355,200616253,282165102,0.415542669,0.710988891,low,low
HUME INDUSTRIES BERHAD,5000,Main Market,Industrial Products & Services ,-20.24,-4,0,0,Neutral,Neutral,356.9,high,,,,,,,high
WARISAN TC HOLDINGS BERHAD,5016,Main Market,Consumer Products & Services ,11.1,19,0.0047,1,Neutral,Overbought,144.5,low,,,,,,,low
PAOS HOLDINGS BERHAD,5022,Main Market,Consumer Products & Services ,0.68,53,0.0222,0.8,Neutral,Neutral,65.2,medium,,,,,,,medium
HUP SENG INDUSTRIES BERHAD,5024,Main Market,Consumer Products & Services ,5.37,19,0.0603,6,Neutral,Neutral,796,low,,,,,,,low
NWP HOLDINGS BERHAD,5025,Main Market,Industrial Products & Services ,-4.62,-2,0,0,Overbought,Overbought,45.1,high,25979943,1956394,24023549,0.075304014,0.08143651,low,medium
FAR EAST HOLDINGS BERHAD,5029,Main Market,Plantation ,10.16,28,0.0012,0.33,Neutral,Overbought,1668.7,low,,,,,,,low
YI-LAI BERHAD,5048,Main Market,Industrial Products & Services ,-1.97,-32,0,0,Neutral,Overbought,100.8,high,,,,,,,high
COUNTRY VIEW BERHAD,5049,Main Market,Property ,70.51,2,0.0342,5,Neutral,Neutral,146,medium,191476000,28080000,163396000,0.146650233,0.171852432,low,medium
HUA YANG BERHAD,5062,Main Market,Property ,3.34,12,0,0,Neutral,Neutral,135.5,medium,,,,,,,medium
IBRACO BERHAD,5084,Main Market,Property ,6.07,11,0.0223,1.5,Neutral,Neutral,327.6,low,,,,,,,low
APEX EQUITY HOLDINGS BERHAD,5088,Main Market,Financial Services ,3.84,27,0,0,Neutral,Neutral,217.8,medium,,,,,,,medium
GUAN CHONG BERHAD,5102,Main Market,Consumer Products & Services ,39.41,9,0.0109,4,Neutral,Neutral,1767,low,,,,,,,low
AXIS REAL ESTATE INVESTMENT TRUST,5106,Main Market,Real Estate Investment Trusts ,12.53,15,0.0475,8074,Neutral,Overbought,2264.2,low,2840463000,1176382000,1664081000,0.414151496,0.706925925,low,low
ICAPITAL.BIZ BERHAD,5108,Main Market,Closed-End Fund,7.12,33,0,0,Neutral,Oversold,329,medium,,,,,,,medium
UOA REAL ESTATE INVESTMENT TRUST,5110,Main Market,Real Estate Investment Trusts ,13.61,10,0.0648,9.13,Neutral,Neutral,596.2,low,1052883303,324768352,728114951,0.308456171,0.446039944,low,low
TOWER REAL ESTATE INVESTMENT TRUST,5111,Main Market,Real Estate Investment Trusts ,1.88,48,0.0456,4.1,Neutral,Neutral,252.5,medium,,,,,,,medium
AL-`AQAR HEALTHCARE REIT,5116,Main Market,Real Estate Investment Trusts ,12.42,11,0.0554,7.7,Neutral,Neutral,1023,low,1551718000,608479000,943239000,0.392132462,0.645095252,low,low
AMFIRST REAL ESTATE INVESTMENT TRUST,5120,Main Market,Real Estate Investment Trusts ,1.35,39,0.0752,3.95,Neutral,Oversold,360.4,medium,,,,,,,medium
MRCB-QUILL REIT,5123,Main Market,Real Estate Investment Trusts ,6.82,16,0.0728,8.08,Neutral,Neutral,1189.7,low,2271705292,899415761,1372289531,0.395920969,0.655412536,low,low
PANTECH GROUP HOLDINGS BERHAD,5125,Main Market,Industrial Products & Services ,6.33,9,0.0174,1,Neutral,Neutral,430.4,medium,,,,,,,medium
AMANAHRAYA REAL ESTATE INVESTMENT TRUST,5127,Main Market,Real Estate Investment Trusts ,25.89,3,0.0724,6.08,Neutral,Neutral,481.5,medium,1499264735,724050981,775213754,0.482937379,0.934001722,low,medium
MELATI EHSAN HOLDINGS BERHAD,5129,Main Market,Construction ,1.98,24,0.0213,1,Neutral,Neutral,56.4,medium,192175498,4726540,187448958,0.024594915,0.025215077,low,medium
ATRIUM REAL ESTATE INVESTMENT TRUST,5130,Main Market,Real Estate Investment Trusts ,9.54,12,0.0819,9.5,Overbought,Overbought,141.3,low,287584454,104981531,182602923,0.365045918,0.574917035,low,low
ZHULIAN CORPORATION BERHAD,5131,Main Market,Consumer Products & Services ,11.75,12,0.0725,10,Neutral,Overbought,634.8,low,249821000,252000,249569000,0.001008722,0.001009741,low,low
PETRA ENERGY BERHAD,5133,Main Market,Energy ,-6.52,-17,0,0,Neutral,Neutral,360.4,high,,,,,,,high
SARAWAK PLANTATION BERHAD,5135,Main Market,Plantation ,3.99,43,0.0289,5,Neutral,Overbought,484.4,low,,,,,,,low
AEON CREDIT SERVICE (M) BERHAD,5139,Main Market,Financial Services ,139.25,12,0.0261,43.56,Neutral,Neutral,4194.2,low,,,,,,,low
TASCO BERHAD,5140,Main Market,Transportation & Logistics ,7.98,17,0.018,2.5,Neutral,Oversold,278,low,,,,,,,low
DAYANG ENTERPRISE HOLDINGS BERHAD,5141,Main Market,Energy ,17,9,0,0,Neutral,Neutral,1476.2,medium,,,,,,,medium
LUXCHEM CORPORATION BERHAD,5143,Main Market,Industrial Products & Services ,4.37,12,0.0417,2.21,Neutral,Overbought,460.9,low,169907691,286516,169621175,0.001686304,0.001689152,low,low
TAS OFFSHORE BERHAD,5149,Main Market,Transportation & Logistics ,0.95,30,0,0,Neutral,Oversold,51.3,medium,,,,,,,medium
MULTI SPORTS HOLDINGS LTD,5150,Main Market,Consumer Products & Services ,-0.05,-18,0,0,Neutral,Neutral,6.1,high,,,,,,,high
XINGQUAN INTERNATIONAL SPORTS HOLDINGS LIMITED,5155,Main Market,Consumer Products & Services ,-79.48,0,0,0,Overbought,Neutral,26.7,high,,,,,,,high
XIDELANG HOLDINGS LTD,5156,Main Market,Consumer Products & Services ,1.15,8,0,0,Neutral,Neutral,171.5,medium,40153988,104592,40049396,0.002604772,0.002611575,low,medium
XIDELANG HOLDINGS LTD,5156,Main Market,Consumer Products & Services ,1.15,8,0,0,Neutral,Neutral,171.5,medium,40153988,104592,40049396,0.002604772,0.002611575,low,medium
XIDELANG HOLDINGS LTD,5156,Main Market,Consumer Products & Services ,1.15,8,0,0,Neutral,Neutral,171.5,medium,941022000,1650000,939372000,0.001753413,0.001756493,low,medium
XIDELANG HOLDINGS LTD,5156,Main Market,Consumer Products & Services ,1.15,8,0,0,Neutral,Neutral,171.5,medium,941022000,1650000,939372000,0.001753413,0.001756493,low,medium
HOMERITZ CORPORATION BERHAD,5160,Main Market,Consumer Products & Services ,6.54,9,0.042,2.5,Neutral,Neutral,178.5,medium,,,,,,,medium
VSTECS BERHAD,5162,Main Market,Technology ,13.68,7,0.05,5,Neutral,Neutral,180,medium,,,,,,,medium
HARTALEGA HOLDINGS BERHAD,5168,Main Market,Health Care,14.4,33,0.0181,8.51,Neutral,Neutral,15681,low,,,,,,,low
IVORY PROPERTIES GROUP BERHAD,5175,Main Market,Property ,-3.61,-6,0.125,2.5,Neutral,Neutral,98,high,,,,,,,high
SUNWAY REAL ESTATE INVESTMENT TRUST,5176,Main Market,Real Estate Investment Trusts ,14.16,13,0.0478,9.25,Overbought,Overbought,5595.6,low,,,,,,,low
DYNACIATE GROUP BERHAD,5178,Main Market,Industrial Products & Services ,-2.04,-4,0,0,Neutral,Neutral,33.9,high,,,,,,,high
CAPITALAND MALAYSIA MALL TRUST,5180,Main Market,Real Estate Investment Trusts ,6.63,17,0.0712,7.9,Neutral,Oversold,2269,low,4143170000,1476589000,2666581000,0.356391121,0.553738664,low,low
SIG GASES BERHAD ,5181,Main Market,Industrial Products & Services ,2.66,33,0,0,Neutral,Oversold,165.9,medium,,,,,,,medium
MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,5186,Main Market,Energy ,-7.67,-11,0,0,Neutral,Neutral,1304,high,1712329000,16328000,1696001000,0.009535551,0.009627353,low,medium
MAXWELL INTERNATIONAL HOLDINGS BERHAD,5189,Main Market,Consumer Products & Services ,-33.71,0,0,0,Neutral,Neutral,4,high,,,,,,,high
BENALEC HOLDINGS BERHAD,5190,Main Market,Construction ,-0.88,-23,0,0,Neutral,Neutral,172.4,high,,,,,,,high
TAMBUN INDAH LAND BERHAD,5191,Main Market,Property ,12.77,6,0.0832,6.7,Neutral,Neutral,348.9,medium,,,,,,,medium
HIBISCUS PETROLEUM BERHAD,5199,Main Market,Energy ,20.9,6,0,0,Neutral,Neutral,1842.3,medium,,,,,,,medium
MSM MALAYSIA HOLDINGS BERHAD,5202,Main Market,Consumer Products & Services ,5.07,33,0,0,Oversold,Oversold,1166.9,low,,,,,,,low
PAVILION REAL ESTATE INVESTMENT TRUST,5212,Main Market,Real Estate Investment Trusts ,9.5,19,0.0475,8.74,Neutral,Overbought,5591.8,low,6357724000,2379768000,3977956000,0.37431131,0.598238895,low,low
CHINA STATIONERY LIMITED,5214,Main Market,Consumer Products & Services ,-0.44,-2,0,0,Overbought,Neutral,12.4,high,,,,,,,high
MENTIGA CORPORATION BERHAD,5223,Main Market,Industrial Products & Services ,3.42,18,0,0,Neutral,Neutral,42.7,medium,122552369,22382362,100170007,0.182635082,0.22344375,low,medium
IGB REAL ESTATE INVESTMENT TRUST,5227,Main Market,Real Estate Investment Trusts ,9.43,20,0.0486,9.19,Neutral,Overbought,6690.3,low,5202966000,1436275000,3766691000,0.276049277,0.381309484,low,low
ELK-DESA RESOURCES BERHAD,5228,Main Market,Financial Services ,10.91,13,0.0481,6.83,Neutral,Overbought,420.5,low,,,,,,,low
CHINA AUTOMOBILE PARTS HOLDINGS LIMITED,5229,Main Market,Industrial Products & Services ,-4.95,0,0,0,Overbought,Neutral,13.6,high,,,,,,,high
TUNE PROTECT GROUP BERHAD,5230,Main Market,Financial Services ,6.56,11,0,0,Neutral,Neutral,522.5,medium,,,,,,,medium
PELIKAN INTERNATIONAL CORPORATION BERHAD,5231,Main Market,Consumer Products & Services ,1.24,27,0,0,Neutral,Oversold,188.1,medium,,,,,,,medium
MATRIX CONCEPTS HOLDINGS BERHAD,5236,Main Market,Property ,25.98,7,0.0672,12.97,Neutral,Neutral,1452.9,low,,,,,,,low
AIRASIA X BERHAD,5238,Main Market,Consumer Products & Services ,-7.54,-3,0,0,Neutral,Oversold,954.1,high,4341571000,3767909000,573662000,0.867867645,6.568169061,medium,high
CARING PHARMACY GROUP BERHAD,5245,Main Market,Consumer Products & Services ,9.58,20,0.0255,5,Neutral,Neutral,426.7,low,,,,,,,low
WESTPORTS HOLDINGS BERHAD,5246,Main Market,Transportation & Logistics ,15.64,24,0.0318,11.73,Neutral,Neutral,12582.9,low,1045587000,101000,1045486000,9.66E-05,9.66E-05,low,low
SASBADI HOLDINGS BERHAD,5252,Main Market,Telecommunications & Media ,0.46,51,0,0,Neutral,Neutral,98.5,medium,,,,,,,medium
CARIMIN PETROLEUM BERHAD,5257,Main Market,Energy ,-1.81,-52,0,0,Neutral,Neutral,218.7,high,152906000,268000,152638000,0.001752711,0.001755788,low,medium
MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,5.49,16,0.0619,5.6,Neutral,Oversold,4525,low,10293596000,1670536000,8623060000,0.162288864,0.193728908,low,low
DOLPHIN INTERNATIONAL BERHAD,5265,Main Market,Industrial Products & Services ,-1.6,-9,0,0,Neutral,Neutral,34.2,high,20971022,2018938,18952084,0.096272752,0.106528549,low,medium
AL-SALAM REAL ESTATE INVESTMENT TRUST,5269,Main Market,Real Estate Investment Trusts ,6.95,12,0.0618,5.35,Neutral,Neutral,501.7,low,1153934355,532982224,620952131,0.461882621,0.858330614,low,low
RED SENA BERHAD,5270,Main Market,SPAC,-1.58,-32,0,0,Neutral,Neutral,505,high,,,,,,,high
CHIN HIN GROUP BERHAD,5273,Main Market,Industrial Products & Services ,4.34,18,0.019,1.5,Neutral,Neutral,439.5,low,,,,,,,low
FOUNDPAC GROUP BERHAD,5277,Main Market,Industrial Products & Services ,1.66,22,0.0553,1.99,Neutral,Overbought,186.7,medium,,,,,,,medium
KIP REAL ESTATE INVESTMENT TRUST,5280,Main Market,Real Estate Investment Trusts ,7.2,12,0.0739,6.58,Neutral,Neutral,449.7,low,,,,,,,low
LOTTE CHEMICAL TITAN HOLDING BERHAD,5284,Main Market,Industrial Products & Services ,34.07,12,0.0422,17,Neutral,Oversold,9300.4,low,8819318000,2041000,8817277000,0.000231424,0.000231477,low,low
TECHBOND GROUP BERHAD,5289,Main Market,Industrial Products & Services ,3.43,23,0,0,Neutral,Neutral,178.3,medium,,,,,,,medium
PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,5436,Main Market,Industrial Products & Services ,47.72,10,0.0412,20,Neutral,Oversold,482.6,medium,,,,,,,medium
SOUTHERN STEEL BERHAD,5665,Main Market,Industrial Products & Services ,10.34,10,0.035,3.5,Overbought,Overbought,433.6,medium,,,,,,,medium
ORIENTAL INTEREST BERHAD,5827,Main Market,Property ,35.33,6,0.0345,7,Neutral,Neutral,314.4,medium,,,,,,,medium
KPJ HEALTHCARE BERHAD,5878,Main Market,Health Care,405,25,0.0194,1.96,Neutral,Neutral,4473.7,low,1552636000,577138000,975498000,0.371714942,0.591634222,low,low
MALAYSIA SMELTING CORPORATION BERHAD,5916,Main Market,Industrial Products & Services ,8.57,11,0,0,Overbought,Neutral,392,medium,,,,,,,medium
PACIFIC & ORIENT BERHAD,6009,Main Market,Financial Services ,-3.39,-29,0.047,4.68,Neutral,Neutral,285.5,high,376437000,5580000,370857000,0.014823198,0.015046231,low,medium
MAXIS BERHAD,6012,Main Market,Telecommunications & Media ,22.77,24,0.0364,20,Neutral,Neutral,42991.6,low,26758224000,1264000,26756960000,4.72E-05,4.72E-05,low,low
SHL CONSOLIDATED BHD,6017,Main Market,Property ,27.89,8,0.0675,16,Neutral,Neutral,573.8,low,,,,,,,low
PETRONAS GAS BERHAD,6033,Main Market,Utilities ,91.49,19,0.0409,72,Neutral,Neutral,34865.3,low,18423984000,5075593000,13348391000,0.275488353,0.38024006,low,low
FARLIM GROUP (MALAYSIA) BHD,6041,Main Market,Property ,-0.41,-88,0,0,Neutral,Neutral,60.6,high,,,,,,,high
SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,6139,Main Market,Financial Services ,35.78,15,0.0278,15,Overbought,Neutral,4310.7,low,7117888000,6184871000,933017000,0.868919404,6.628894222,medium,medium
BOX-PAK (MALAYSIA) BERHAD,6297,Main Market,Industrial Products & Services ,-12.4,-9,0,0,Neutral,Oversold,132.1,high,,,,,,,high
MALAYSIA PACIFIC CORPORATION BERHAD,6548,Main Market,Property ,-0.43,-10,0,0,Neutral,Neutral,12.9,high,,,,,,,high
BCB BERHAD,6602,Main Market,Property ,7.91,3,0,0,Neutral,Oversold,105.2,medium,1168908000,1.80E+11,2.99E+11,153.9898777,0.602006689,medium,medium
EUPE CORPORATION BERHAD,6815,Main Market,Property ,14.51,5,0,0,Neutral,Neutral,85.1,medium,,,,,,,medium
AXIATA GROUP BERHAD,6888,Main Market,Telecommunications & Media ,-55.49,-7,0.0316,13,Neutral,Neutral,37378.3,medium,,,,,,,medium
DIGI.COM BERHAD,6947,Main Market,Telecommunications & Media ,19.82,24,0.0417,19.6,Neutral,Overbought,36542.5,low,773531000,1092000,772439000,0.001411708,0.001413704,low,low
KOBAY TECHNOLOGY BERHAD,6971,Main Market,Industrial Products & Services ,15.44,9,0,0,Neutral,Oversold,139.9,medium,,,,,,,medium
BINTAI KINDEN CORPORATION BERHAD,6998,Main Market,Industrial Products & Services ,2.25,6,0,0,Neutral,Neutral,39.1,medium,,,,,,,medium
HUBLINE BERHAD,7013,Main Market,Transportation & Logistics ,-0.14,-39,0,0,Neutral,Oversold,210,high,200974832,86395118,114579714,0.429880285,0.754017574,low,medium
YKGI HOLDINGS BERHAD,7020,Main Market,Industrial Products & Services ,-38.1,0,0,0,Neutral,Neutral,43.8,high,,,,,,,high
AMTEL HOLDINGS BERHAD,7031,Main Market,Telecommunications & Media ,1.98,33,0,0,Neutral,Oversold,35.5,medium,37312822,6283531,31029291,0.168401388,0.202503209,low,medium
JMR CONGLOMERATION BERHAD,7043,Main Market,Industrial Products & Services ,-0.92,-115,0,0,Neutral,Neutral,133.1,high,,,,,,,high
FAJARBARU BUILDER GROUP BHD,7047,Main Market,Construction ,4.28,10,0.0345,1.5,Neutral,Overbought,162.6,medium,,,,,,,medium
ATLAN HOLDINGS BHD,7048,Main Market,Consumer Products & Services ,23.84,19,0.0447,20,Neutral,Neutral,1133.8,low,,,,,,,low
PLB ENGINEERING BERHAD,7055,Main Market,Property ,-4.41,-27,0,0,Neutral,Neutral,132.6,high,191033247,36030764,155002483,0.188609912,0.232452818,low,medium
VIZIONE HOLDINGS BERHAD,7070,Main Market,Construction ,9.57,11,0,0,Neutral,Neutral,570.7,low,,,,,,,low
PHARMANIAGA BERHAD,7081,Main Market,Health Care,16.3,12,0.0792,16,Oversold,Oversold,526.2,low,690514000,238809000,451705000,0.345842372,0.528683543,low,low
LII HEN INDUSTRIES BHD,7089,Main Market,Consumer Products & Services ,32.1,8,0.0436,11.5,Neutral,Neutral,475.2,medium,,,,,,,medium
EUROSPAN HOLDINGS BERHAD,7094, Main Market,Consumer Products & Services ,-6.26,-8,0,0,Neutral,Overbought,21.3,high,,,,,,,high
SUPERMAX CORPORATION BERHAD,7106, Main Market,Health Care ,8.62,18,0.0207,3.15,Neutral,Neutral,2067.7,low,,,,,,,low
ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,7107, Main Market,Consumer Products & Services ,4.66,16,0.0196,1.5,Neutral,Neutral,183.6,low,,,,,,,low
PERDANA PETROLEUM BERHAD,7108, Main Market,Energy ,-5.26,-8,0,0,Neutral,Oversold,319.2,high,,,,,,,high
D'NONCE TECHNOLOGY BHD,7114, Main Market,Industrial Products & Services ,0.75,60,0,0,Neutral,Neutral,112.2,medium,77919124,7513585,70405539,0.096427996,0.106718663,low,medium
ACME HOLDINGS BERHAD,7131, Main Market,Property ,1.18,22,0,0,Neutral,Oversold,62.1,medium,,,,,,,medium
DUOPHARMA BIOTECH BERHAD,7148, Main Market,Health Care ,7.22,19,0.0236,3.19,Overbought,Overbought,893.5,low,,,,,,,low
KOSSAN RUBBER INDUSTRIES BERHAD,7153, Main Market,Health Care ,15.92,22,0.0172,6,Neutral,Oversold,4450.7,low,,,,,,,low
CAELY HOLDINGS BHD,7154, Main Market,Consumer Products & Services ,0,0,0,0,Neutral,Neutral,41.4,high,,,,,,,high
SERN KOU RESOURCES BERHAD,7180, Main Market,Consumer Products & Services ,3.73,14,0,0,Neutral,Neutral,122.4,medium,,,,,,,medium
SWS CAPITAL BERHAD,7186, Main Market,Consumer Products & Services ,-1.65,-38,0,0,Neutral,Neutral,115.8,high,73197452,104865,73092587,0.001432632,0.001434687,low,medium
CHIN HIN GROUP PROPERTY BERHAD,7187, Main Market,Transportation & Logistics ,1.96,19,0,0,Neutral,Overbought,108.4,medium,,,,,,,medium
COMINTEL CORPORATION BHD,7195, Main Market,Industrial Products & Services ,-19.3,-1,0,0,Neutral,Neutral,14,high,,,,,,,high
D&O GREEN TECHNOLOGIES BERHAD,7204, Main Market,Technology ,3.25,21,0.0145,1,Neutral,Neutral,763.7,low,,,,,,,low
FREIGHT MANAGEMENT HOLDINGS BERHAD,7210, Main Market,Transportation & Logistics ,6.29,10,0.0555,3.33,Neutral,Neutral,167.5,medium,,,,,,,medium
TAFI INDUSTRIES BERHAD,7211, Main Market,Consumer Products & Services ,-5.77,-5,0,0,Neutral,Neutral,23.2,high,,,,,,,high
BSL CORPORATION BERHAD,7221, Main Market,Industrial Products & Services ,0.5,67,0,0,Neutral,Oversold,32.8,medium,,,,,,,medium
IMASPRO CORPORATION BERHAD,7222, Main Market,Industrial Products & Services ,1.38,138,0.0184,3.5,Oversold,Neutral,152,medium,,,,,,,medium
