full name,code,Sector_main,sector,EPS,P/E,DY,DPS,RSI_status,Stochastic_status,Market_Cap (M),risk_klse,ta,tl,te,debt_ratio,debt-equity_ratio,risk_pdf,risk
HEVEABOARD BERHAD,5095, Main Market,Industrial Products & Services ,2.97,22,0.0558,3.6,Neutral,Neutral,361.6,low,336648000,45952000,290696000,0.136498657,0.158075791,low,low
HEXZA CORPORATION BERHAD,3298, Main Market,Industrial Products & Services ,3.61,19,0.0714,5,Neutral,Neutral,140.3,low,,,,,,,low
HIAP HUAT HOLDINGS BERHAD,160, Ace Market,Industrial Products & Services ,0.61,16,0,0,Neutral,Neutral,31.7,medium,,,,,,,medium
HIAP TECK VENTURE BERHAD,5072, Main Market,Industrial Products & Services ,-1.02,-25,0.0192,0.5,Neutral,Oversold,349.5,high,821861000,258330000,563531000,0.314323225,0.458413113,low,medium
HIAP TECK VENTURE BERHAD,5072, Main Market,Industrial Products & Services ,-1.02,-25,0.0192,0.5,Neutral,Oversold,349.5,high,821861000,258330000,563531000,0.314323225,0.458413113,low,medium
HIAP TECK VENTURE BERHAD,5072, Main Market,Industrial Products & Services ,-1.02,-26,0.0189,0.5,Neutral,Oversold,356.2,high,821861000,258330000,563531000,0.314323225,0.458413113,low,medium
HIAP TECK VENTURE BERHAD,5072, Main Market,Industrial Products & Services ,-1.02,-26,0.0189,0.5,Neutral,Oversold,356.2,high,821861000,258330000,563531000,0.314323225,0.458413113,low,medium
HIL INDUSTRIES BERHAD,8443, Main Market,Industrial Products & Services ,5.11,11,0,0,Neutral,Overbought,182,medium,286933346,36363278,250570068,0.12673075,0.145122194,low,medium
HLT GLOBAL BERHAD,188, Ace Market,Industrial Products & Services ,-4.99,-3,0,0,Neutral,Neutral,69.1,high,,,,,,,high
HO HUP CONSTRUCTION COMPANY BHD,5169, Main Market,Construction ,7.31,5,0,0,Neutral,Neutral,144.3,medium,581412000,284284000,297128000,0.488954476,0.956772839,low,medium
HO WAH GENTING BERHAD,9601, Main Market,Industrial Products & Services ,-10.18,-1,0,0,Neutral,Neutral,34.1,high,,,,,,,high
HOCK HENG STONE INDUSTRIES BHD,5165, Main Market,Industrial Products & Services ,0.17,329,0,0,Neutral,Overbought,44.8,medium,,,,,,,medium
HOCK SENG LEE BERHAD,6238, Main Market,Construction ,9.23,16,0.0069,1,Neutral,Oversold,839.1,low,,,,,,,low
HONG LEONG BANK BERHAD,5819, Main Market,Financial Services ,125.03,17,0.0226,48,Neutral,Neutral,46042.3,low,,,,,,,low
HONG LEONG CAPITAL BERHAD,5274, Main Market,Financial Services ,27.69,35,0.0198,19,Oversold,Neutral,2518.3,low,,,,,,,low
HONG LEONG FINANCIAL GROUP BERHAD,1082, Main Market,Financial Services ,169.42,12,0.0205,40,Neutral,Neutral,22376.6,low,,,,,,,low
I-BERHAD,4251, Main Market,Property ,5.81,7,0.0507,2.13,Neutral,Neutral,425.2,medium,1021075660,240114843,780960817,0.235158718,0.307460807,low,medium
ICON OFFSHORE BERHAD,5255, Main Market,Energy ,-37.37,0,0,0,Neutral,Neutral,100.1,high,,,,,,,high
IDEAL UNITED BINTANG INTERNATIONAL BERHAD,9687, Main Market,Property ,46.13,3,0,0,Neutral,Oversold,132.6,medium,,,,,,,medium
IDIMENSION CONSOLIDATED BHD,174, Ace Market,Technology ,-0.04,-72,0,0,Neutral,Overbought,8.2,high,45648861,10699568,34949293,0.234388499,0.306145478,low,medium
IFCA MSC BERHAD,23, Ace Market,Technology ,1.99,22,0,0,Overbought,Overbought,267.6,medium,,,,,,,medium
IGB BERHAD,5606, Main Market,Property ,34.18,7,0.008,2,Neutral,Overbought,1723.8,low,,,,,,,low
IHH HEALTHCARE BERHAD,5225, Main Market,Health Care ,7.16,82,0,0,Neutral,Overbought,51563.5,low,,,,,,,low
IJM CORPORATION BERHAD,3336, Main Market,Construction ,5.21,38,0.0251,5,Neutral,Overbought,7235,low,,,,,,,low
IJM PLANTATIONS BERHAD,2216, Main Market,Plantation ,-4.52,-38,0.0294,5,Neutral,Oversold,1497,medium,,,,,,,medium
IKHMAS JAYA GROUP BERHAD,5268, Main Market,Construction ,-4.94,-3,0,0,Neutral,Neutral,81.8,high,,,,,,,high
INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,2607, Main Market,Plantation ,-3.29,-19,0,0,Neutral,Overbought,269.3,high,476610000,25299000,451311000,0.053081136,0.056056688,low,medium
INDUSTRONICS BERHAD,9393, Main Market,Technology ,-1615.64,0,0,0,Neutral,Neutral,10.3,high,17741022,9632257,8108765,0.542936985,1.187882125,medium,high
INIX TECHNOLOGIES HOLDINGS BERHAD,94, Ace Market,Technology ,-7.45,-1,0,0,Neutral,Overbought,19.4,high,18999019,2173501,16825518,0.114400696,0.129178846,low,medium
INNOPRISE PLANTATIONS BERHAD,6262, Main Market,Plantation ,2.13,35,0,0,Neutral,Neutral,354.4,medium,,,,,,,medium
INTA BINA GROUP BERHAD,192, Main Market,Construction ,3.96,7,0,0,Neutral,Oversold,144.5,medium,69872480,414737,69457743,0.005935627,0.005971069,low,medium
INTEGRATED LOGISTICS BHD,5614, Main Market,Transportation & Logistics ,-50.4,-1,0,0,Neutral,Overbought,87.8,high,181928467,38918326,143010141,0.213921035,0.272136827,low,medium
IOI PROPERTIES GROUP BERHAD,5249, Main Market,Property ,13.77,11,0.0331,5,Neutral,Neutral,8314.3,low,,,,,,,low
IPMUDA BERHAD,5673, Main Market,Industrial Products & Services ,-36.98,-1,0,0,Neutral,Neutral,36.2,high,187926000,107906000,80020000,0.574194098,1.348487878,medium,high
IQ GROUP HOLDINGS BERHAD,5107, Main Market,Consumer Products & Services ,-1.35,-90,0.0413,5,Neutral,Oversold,106.5,high,,,,,,,high
IREKA CORPORATION BERHAD,8834, Main Market,Construction ,-6.27,-9,0.0351,2,Neutral,Neutral,106.4,high,,,,,,,high
IRE-TEX CORPORATION BERHAD,7183, Main Market,Industrial Products & Services ,-1.14,-11,0,0,Neutral,Neutral,18.3,high,,,,,,,high
IRIS CORPORATION BERHAD,10, Ace Market,Technology ,-1.64,-8,0,0,Neutral,Neutral,400.4,high,,,,,,,high
ISKANDAR WATERFRONT CITY BERHAD,1589, Main Market,Property ,-0.79,-89,0,0,Neutral,Overbought,590.4,high,,,,,,,high
JAG BERHAD,24, Ace Market,Industrial Products & Services ,0.12,41,0,0,Neutral,Neutral,75.8,medium,,,,,,,medium
JAKS RESOURCES BERHAD,4723, Main Market,Construction ,2.59,27,0,0,Neutral,Overbought,409.3,medium,850075914,187604830,662471084,0.220691855,0.283189462,low,medium
JAYA TIASA HOLDINGS BHD,4383, Main Market,Plantation ,-13.38,-4,0.0086,0.5,Neutral,Neutral,564.8,medium,,,,,,,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0833,8,Overbought,Overbought,131.8,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0833,8,Overbought,Overbought,131.8,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0833,8,Overbought,Overbought,131.8,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0833,8,Overbought,Overbought,131.8,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0842,8,Neutral,Neutral,130.4,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0842,8,Neutral,Neutral,130.4,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0842,8,Neutral,Neutral,130.4,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0842,8,Neutral,Neutral,130.4,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0847,8,Neutral,Neutral,129.7,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0847,8,Neutral,Neutral,129.7,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0847,8,Neutral,Neutral,129.7,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0847,8,Neutral,Neutral,129.7,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0842,8,Neutral,Neutral,130.4,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0842,8,Neutral,Neutral,130.4,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0842,8,Neutral,Neutral,130.4,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JAYCORP BERHAD,7152, Main Market,Consumer Products & Services ,11.33,8,0.0842,8,Neutral,Neutral,130.4,medium,113051000,667000,112384000,0.005899992,0.005935009,low,medium
JCBNEXT BERHAD,58, Main Market,Industrial Products & Services ,7.28,21,0,0,Neutral,Neutral,209.4,medium,,,,,,,medium
JCY INTERNATIONAL BERHAD,5161, Main Market,Technology ,-5.1,-4,0,0,Neutral,Neutral,446.5,high,669331000,3457000,665874000,0.005164859,0.005191673,low,medium
JERASIA CAPITAL BERHAD,8931, Main Market,Consumer Products & Services ,11.94,3,0.0137,0.5,Neutral,Neutral,29.9,medium,,,,,,,medium
JHM CONSOLIDATION BERHAD,127, Ace Market,Technology ,6.33,18,0.0132,1.5,Neutral,Neutral,635.7,low,,,,,,,low
JIANKUN INTERNATIONAL BERHAD,8923, Main Market,Property ,0.49,67,0,0,Neutral,Neutral,54.2,medium,43405874,5752934,37652940,0.132538144,0.152788441,low,medium
JKG LAND BERHAD,6769, Main Market,Property ,0.09,87,0,0,Neutral,Neutral,182,medium,,,,,,,medium
JKG LAND BERHAD,6769, Main Market,Property ,0.09,87,0,0,Neutral,Neutral,182,medium,,,,,,,medium
JKG LAND BERHAD,6769, Main Market,Property ,0.09,82,0,0,Neutral,Oversold,170.6,medium,,,,,,,medium
JKG LAND BERHAD,6769, Main Market,Property ,0.09,82,0,0,Neutral,Oversold,170.6,medium,,,,,,,medium
JOHAN HOLDINGS BERHAD,3441, Main Market,Financial Services ,-15.26,-1,0,0,Neutral,Neutral,53,high,,,,,,,high
JOHORE TIN BERHAD,7167, Main Market,Consumer Products & Services ,12.58,11,0.0362,5,Neutral,Neutral,428.4,low,,,,,,,low
K.SENG SENG CORPORATION BERHAD,5192, Main Market,Industrial Products & Services ,0.94,60,0,0,Overbought,Overbought,54.2,medium,61045038,12284831,48760207,0.201242089,0.251943783,low,medium
KAMDAR GROUP (M) BERHAD,8672, Main Market,Consumer Products & Services ,-0.87,-33,0,0,Neutral,Neutral,57.4,high,,,,,,,high
KANGER INTERNATIONAL BERHAD,170, Ace Market,Consumer Products & Services ,-0.19,-23,0,0,Neutral,Overbought,40.2,high,80597942,3669424,76928518,0.045527515,0.047699138,low,medium
KAREX BERHAD,5247, Main Market,Consumer Products & Services ,0.61,69,0.0119,0.5,Neutral,Neutral,421,medium,,,,,,,medium
KAWAN FOOD BERHAD,7216, Main Market,Consumer Products & Services ,6.52,27,0.0141,2.5,Neutral,Neutral,636.3,low,187164869,245065,186919804,0.001309354,0.00131107,low,low
KECK SENG (MALAYSIA) BERHAD,3476, Main Market,Industrial Products & Services ,11.17,42,0.0085,4,Neutral,Oversold,1706.2,low,,,,,,,low
KEIN HING INTERNATIONAL BERHAD,7199, Main Market,Industrial Products & Services ,2.77,18,0.02,1,Neutral,Overbought,54.4,medium,,,,,,,medium
KEIN HING INTERNATIONAL BERHAD,7199, Main Market,Industrial Products & Services ,2.77,18,0.02,1,Neutral,Overbought,54.4,medium,,,,,,,low
KEIN HING INTERNATIONAL BERHAD,7199, Main Market,Industrial Products & Services ,2.77,21,0.0175,1,Neutral,Neutral,62.1,low,,,,,,,medium
KEIN HING INTERNATIONAL BERHAD,7199, Main Market,Industrial Products & Services ,2.77,21,0.0175,1,Neutral,Neutral,62.1,low,,,,,,,low
KEJURUTERAAN ASASTERA BERHAD,193, Ace Market,Industrial Products & Services ,2.69,8,0.0465,1,Neutral,Oversold,68.8,medium,,,,,,,medium
KELINGTON GROUP BERHAD,151, Main Market,Industrial Products & Services ,6.48,19,0.008,1,Neutral,Neutral,356.3,low,,,,,,,low
KENANGA INVESTMENT BANK BERHAD,6483, Main Market,Financial Services ,1.65,33,0,0,Neutral,Oversold,397.5,medium,,,,,,,medium
KERJAYA PROSPEK GROUP BERHAD,7161, Main Market,Construction ,11.14,11,0.0117,1.5,Neutral,Neutral,1589.7,low,,,,,,,low
KESM INDUSTRIES BERHAD,9334, Main Market,Technology ,46.27,18,0.0217,18.5,Neutral,Neutral,366.1,low,,,,,,,low
KESM INDUSTRIES BERHAD,9334, Main Market,Technology ,46.27,18,0.0217,18.5,Neutral,Neutral,366.1,low,,,,,,,low
KESM INDUSTRIES BERHAD,9334, Main Market,Technology ,46.27,19,0.0215,18.5,Neutral,Neutral,369.9,low,,,,,,,low
KESM INDUSTRIES BERHAD,9334, Main Market,Technology ,46.27,19,0.0215,18.5,Neutral,Neutral,369.9,low,,,,,,,low
KEY ALLIANCE GROUP BERHAD,36, Ace Market,Technology ,-1.23,-3,0,0,Neutral,Oversold,20.8,high,,,,,,,high
KHEE SAN BERHAD,6203, Main Market,Consumer Products & Services ,4.27,15,0,0,Neutral,Overbought,66.6,medium,,,,,,,medium
KHIND HOLDINGS BERHAD,7062, Main Market,Consumer Products & Services ,3.94,44,0,0,Neutral,Overbought,69.3,medium,,,,,,,medium
KIA LIM BERHAD,6211, Main Market,Industrial Products & Services ,-9.88,-2,0,0,Neutral,Oversold,13.6,high,,,,,,,high
KIAN JOO CAN FACTORY BERHAD,3522, Main Market,Industrial Products & Services ,3.86,79,0,0,Overbought,Overbought,1359.2,low,,,,,,,low
KIM HIN INDUSTRY BERHAD,5371, Main Market,Industrial Products & Services ,-38.02,-3,0,0,Neutral,Oversold,183.6,high,,,,,,,high
KIM LOONG RESOURCES BERHAD,5027, Main Market,Plantation ,5.57,21,0.0506,5.97,Oversold,Oversold,1103.8,low,,,,,,,low
KIM LOONG RESOURCES BERHAD,5027, Main Market,Plantation ,5.57,21,0.0506,5.97,Oversold,Oversold,1103.8,low,,,,,,,low
KIM LOONG RESOURCES BERHAD,5027, Main Market,Plantation ,5.57,21,0.0506,5.97,Oversold,Oversold,1103.8,low,,,,,,,low
KIM LOONG RESOURCES BERHAD,5027, Main Market,Plantation ,5.57,21,0.0506,5.97,Oversold,Oversold,1103.8,low,,,,,,,low
KIM TECK CHEONG CONSOLIDATED BERHAD,180, Ace Market,Consumer Products & Services ,-0.75,-23,0,0,Neutral,Neutral,86.7,high,111530168,18383057,93147111,0.16482587,0.197355096,low,medium
KIMLUN CORPORATION BERHAD,5171, Main Market,Construction ,18.42,7,0.0444,5.5,Neutral,Neutral,411.5,medium,,,,,,,medium
KINSTEEL BHD,5060, Main Market,Industrial Products & Services ,-7.37,0,0,0,Overbought,Neutral,5.2,high,,,,,,,high
KKB ENGINEERING BERHAD,9466, Main Market,Industrial Products & Services ,6.84,17,0,0,Neutral,Neutral,304.2,medium,,,,,,,medium
KLUANG RUBBER COMPANY (MALAYA) BERHAD,2453, Main Market,Plantation ,-12.18,-30,0.0028,1,Neutral,Neutral,227.4,high,,,,,,,high
KNM GROUP BERHAD,7164, Main Market,Energy ,-32.7,0,0,0,Neutral,Neutral,248.8,high,2115366000,349200000,1766166000,0.165077816,0.197716409,low,medium
KNUSFORD BERHAD,5035, Main Market,Industrial Products & Services ,-29.3,-2,0,0,Neutral,Neutral,46.8,high,155867000,7752000,148115000,0.04973471,0.052337711,low,medium
KOMARKCORP BERHAD,7017, Main Market,Industrial Products & Services ,-12.56,-2,0,0,Overbought,Overbought,46,high,,,,,,,high
KOMARKCORP BERHAD,7017, Main Market,Industrial Products & Services ,-12.56,-2,0,0,Overbought,Overbought,46,high,,,,,,,high
KOMARKCORP BERHAD,7017, Main Market,Industrial Products & Services ,-12.56,-2,0,0,Overbought,Overbought,44.4,high,,,,,,,high
KOMARKCORP BERHAD,7017, Main Market,Industrial Products & Services ,-12.56,-2,0,0,Overbought,Overbought,44.4,high,,,,,,,high
K-ONE TECHNOLOGY BERHAD,111, Ace Market,Technology ,0.77,30,0,0,Neutral,Oversold,167.7,medium,,,,,,,medium
KONSORTIUM TRANSNASIONAL BERHAD,4847, Main Market,Consumer Products & Services ,-10.36,-1,0,0,Neutral,Neutral,26.2,high,,,,,,,high
KPS CONSORTIUM BERHAD,9121, Main Market,Industrial Products & Services ,7.08,7,0,0,Neutral,Neutral,74.7,medium,,,,,,,medium
KRETAM HOLDINGS BERHAD,1996, Main Market,Plantation ,-1.26,-32,0,0,Neutral,Neutral,931.1,high,,,,,,,high
KRONOLOGI ASIA BERHAD,176, Ace Market,Technology ,4.1,15,0,0,Neutral,Oversold,243.3,medium,,,,,,,medium
KSL HOLDINGS BERHAD,5038, Main Market,Property ,21.6,4,0,0,Overbought,Neutral,949.3,medium,,,,,,,medium
K-STAR SPORTS LIMITED,5172, Main Market,Consumer Products & Services ,-10.63,-1,0,0,Neutral,Neutral,32.4,high,,,,,,,high
KUANTAN FLOUR MILLS BHD,8303, Main Market,Consumer Products & Services ,-3.01,-7,0,0,Neutral,Overbought,14.7,high,,,-25911730,,,low,medium
KUB MALAYSIA BERHAD,6874, Main Market,Industrial Products & Services ,0.21,206,0,0,Neutral,Neutral,242.1,medium,,,,,,,medium
KUCHAI DEVELOPMENT BERHAD,2186, Main Market,Financial Services ,13.02,13,0.0307,5,Neutral,Neutral,201.7,low,,,,,,,low
KUMPULAN FIMA BERHAD,6491, Main Market,Industrial Products & Services ,21.14,8,0.0542,9,Neutral,Overbought,468.5,medium,,,,,,,medium
KUMPULAN H & L HIGH-TECH BERHAD,7033, Main Market,Industrial Products & Services ,7.57,16,0.0292,3.5,Neutral,Neutral,48.7,medium,106473038,14374816,92098222,0.135008978,0.156081363,low,medium
KUMPULAN JETSON BERHAD,9083, Main Market,Industrial Products & Services ,-4.42,-4,0,0,Neutral,Neutral,39.1,high,,,,,,,high
KUMPULAN PERANGSANG SELANGOR BERHAD,5843, Main Market,Utilities ,-38.26,-3,0,0,Neutral,Neutral,704,high,,,,,,,high
KUMPULAN POWERNET BERHAD,7130, Main Market,Consumer Products & Services ,-5.46,-7,0,0,Neutral,Neutral,29.7,high,,,,,,,high
KWANTAS CORPORATION BERHAD,6572, Main Market,Plantation ,-42.69,-2,0,0,Neutral,Neutral,258.7,high,471283000,348000,470935000,0.00073841,0.000738955,low,medium
KYM HOLDINGS BERHAD,8362, Main Market,Industrial Products & Services ,2.37,14,0,0,Neutral,Neutral,48,medium,,,,,,,medium
LAFARGE MALAYSIA BERHAD,3794, Main Market,Industrial Products & Services ,-37.58,-6,0,0,Overbought,Neutral,1911.8,high,2587817000,197537000,2390280000,0.07633345,0.082641783,low,medium
LAMBO GROUP BERHAD,18, Ace Market,Technology ,0.8,18,0,0,Neutral,Neutral,294.3,medium,72842770,336617,72506153,0.004621145,0.004642599,low,medium
LAND & GENERAL BERHAD,3174, Main Market,Property ,1.08,14,0.098,1.47,Neutral,Neutral,446,medium,,,,,,,medium
LANDMARKS BERHAD,1643, Main Market,Consumer Products & Services ,-7.07,-7,0,0,Neutral,Neutral,253.9,high,,,,,,,high
LATITUDE TREE HOLDINGS BERHAD,7006, Main Market,Consumer Products & Services ,19.59,21,0.0221,9,Neutral,Overbought,396.6,low,,,,,,,low
LAY HONG BERHAD,9385, Main Market,Consumer Products & Services ,0.92,47,0.0116,0.5,Neutral,Neutral,283.9,medium,,,,,,,medium
LB ALUMINIUM BERHAD,9326, Main Market,Industrial Products & Services ,3.68,14,0.0194,1,Neutral,Neutral,128,low,,,,,,,low
LB ALUMINIUM BERHAD,9326, Main Market,Industrial Products & Services ,3.68,14,0.0194,1,Neutral,Neutral,128,low,,,,,,,low
LB ALUMINIUM BERHAD,9326, Main Market,Industrial Products & Services ,3.68,14,0.0196,1,Neutral,Neutral,126.7,low,,,,,,,low
LB ALUMINIUM BERHAD,9326, Main Market,Industrial Products & Services ,3.68,14,0.0196,1,Neutral,Neutral,126.7,low,,,,,,,low
LBI CAPITAL BERHAD,8494, Main Market,Property ,3.94,21,0,0,Neutral,Neutral,66.6,medium,152777608,21420048,131357560,0.140204106,0.163066732,low,medium
LBS BINA GROUP BERHAD,5789, Main Market,Property ,5.46,12,0,0,Neutral,Neutral,1052.3,low,,,,,,,low
LEADER STEEL HOLDINGS BERHAD,9881, Main Market,Industrial Products & Services ,3.81,7,0,0,Neutral,Oversold,34.6,medium,,,,,,,medium
LEBTECH BERHAD,9628, Main Market,Construction ,-0.52,-164,0,0,Neutral,Neutral,116.7,high,,,,,,,high
LEE SWEE KIAT GROUP BERHAD,8079, Main Market,Consumer Products & Services ,6.11,16,0.0263,2.5,Neutral,Neutral,159.4,low,,,,,,,low
LEON FUAT BERHAD,5232, Main Market,Industrial Products & Services ,8.42,6,0,0,Neutral,Neutral,155,medium,,,,,,,medium
LEWEKO RESOURCES BERHAD,8745, Main Market,Industrial Products & Services ,-1.02,-14,0,0,Neutral,Neutral,46.7,high,,,,,,,high
LFE CORPORATION BERHAD,7170, Main Market,Industrial Products & Services ,-4.39,-2,0,0,Neutral,Neutral,19.5,high,55707412,418558,55288854,0.007513506,0.007570387,low,medium
LIEN HOE CORPORATION BERHAD,3573, Main Market,Property ,-9.82,-3,0,0,Neutral,Neutral,101.3,high,,,,,,,high
LINGKARAN TRANS KOTA HOLDINGS BERHAD,6645, Main Market,Transportation & Logistics ,43.52,10,0.0576,25,Neutral,Neutral,2291.4,low,,,,,,,low
LION FOREST INDUSTRIES BERHAD,8486, Main Market,Industrial Products & Services ,2.52,17,0,0,Neutral,Neutral,99.6,medium,,,,,,,medium
LION INDUSTRIES CORPORATION BERHAD,4235, Main Market,Industrial Products & Services ,9,6,0,0,Neutral,Neutral,402,medium,,,,,,,medium
LKL INTERNATIONAL BERHAD,182, Ace Market,Health Care ,-0.29,-39,0,0,Neutral,Neutral,49.3,high,,,,,,,high
LONDON BISCUITS BERHAD,7126, Main Market,Consumer Products & Services ,6.24,7,0,0,Neutral,Neutral,111.6,medium,720044000,395205000,324839000,0.548862292,1.216618078,medium,medium
LTKM BERHAD,7085, Main Market,Consumer Products & Services ,12.5,10,0.0165,2,Neutral,Neutral,157.4,medium,,,,,,,medium
LUSTER INDUSTRIES BHD.,5068, Main Market,Industrial Products & Services ,0.64,12,0,0,Neutral,Oversold,158.1,medium,,,,,,,medium
M N C WIRELESS BERHAD,103, Ace Market,Telecommunications & Media ,-0.7,-6,0,0,Neutral,Neutral,19.1,high,,,,,,,high
M3 TECHNOLOGIES (ASIA) BERHAD,17, Ace Market,Telecommunications & Media ,-2.39,-2,0,0,Neutral,Neutral,26.4,high,45038698,6649847,38388851,0.147647408,0.173223392,low,medium
MAA GROUP BERHAD,1198, Main Market,Financial Services ,-10.04,-10,0,0,Overbought,Overbought,276.3,high,,,,,,,high
MAGNA PRIMA BERHAD,7617, Main Market,Property ,-16.02,-5,0,0,Neutral,Neutral,294.7,high,,,,,,,high
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,8,0.0472,23,Overbought,Overbought,792.5,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,8,0.0472,23,Overbought,Overbought,792.5,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,8,0.0472,23,Overbought,Overbought,792.5,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,8,0.0472,23,Overbought,Overbought,792.5,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,8,0.0489,23,Neutral,Neutral,764.8,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,8,0.0489,23,Neutral,Neutral,764.8,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,8,0.0489,23,Neutral,Neutral,764.8,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,8,0.0489,23,Neutral,Neutral,764.8,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,7,0.0502,23,Neutral,Oversold,745.3,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,7,0.0502,23,Neutral,Oversold,745.3,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,7,0.0502,23,Neutral,Oversold,745.3,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,7,0.0502,23,Neutral,Oversold,745.3,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,7,0.0497,23,Neutral,Neutral,753.4,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,7,0.0497,23,Neutral,Neutral,753.4,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,7,0.0497,23,Neutral,Neutral,753.4,low,,,,,,,low
MAGNI-TECH INDUSTRIES BERHAD,7087, Main Market,Consumer Products & Services ,62.05,7,0.0497,23,Neutral,Neutral,753.4,low,,,,,,,low
MAH SING GROUP BERHAD,8583, Main Market,Property ,11.19,8,0,0,Neutral,Oversold,2294.2,medium,3840015000,109373000,3730642000,0.028482441,0.029317474,low,medium
MAJUPERAK HOLDINGS BERHAD,8141, Main Market,Property ,1.19,18,0,0,Neutral,Oversold,55.3,medium,196621132,20615396,176005736,0.104848323,0.117129114,low,medium
MALAYAN BANKING BERHAD,1155, Main Market,Financial Services ,73.43,13,0.0262,25,Neutral,Neutral,105303.5,low,4.57E+11,3.91E+11,65589267000,0.855579869,5.961341205,medium,medium
MALAYAN FLOUR MILLS BERHAD,3662, Main Market,Consumer Products & Services ,1.87,38,0.0242,1.73,Neutral,Overbought,680.4,low,,,,,,,low
MALAYAN UNITED INDUSTRIES BERHAD,3891, Main Market,Consumer Products & Services ,-1.41,-12,0,0,Neutral,Oversold,498.5,high,1201012000,490162000,710850000,0.408124149,0.689543504,low,medium
MALAYSIA AIRPORTS HOLDINGS BERHAD,5014, Main Market,Transportation & Logistics ,43.83,18,0.0065,5,Neutral,Oversold,12858.7,low,9768420000,3436045000,6332375000,0.351750334,0.542615527,low,low
MALAYSIA BUILDING SOCIETY BERHAD,1171, Main Market,Financial Services ,10.05,10,0.0503,5,Neutral,Oversold,6357.2,low,7292054000,244456000,7047598000,0.033523614,0.034686428,low,low
